idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
27,1.17216173959602,0.0108847908720155,0.0351218443951051,0.0280773368853998,0.14181369656595,0.391738162618667,0.438173901661378,50,49.01,294,0.31,2.33717960602509,1.82928566177601,1.70825388101274,0,7
28,1.00013982891805,0.0174144110100048,0.0303410352470003,0.0288161653740594,0.194595104527709,0.342713550361609,0.354089749423642,50,49.03,289,0.3,2.32368497514667,1.82137152628317,1.69933472556975,0,7
29,0.839412739141445,0.0121087331153419,0.0373799918910024,0.0215319982714638,0.161959747372613,0.330097116607563,0.367917320976181,50,49.05,283,0.29,2.24039359399609,1.76532294646539,1.63481286750498,0,7
30,0.991396966749087,0.0323510622423711,0.0265545623714751,0.0245826510839864,0.223740288826676,0.378026412768454,0.42586300273196,50,49.07,273,0.27,2.18050260578488,1.72562908773668,1.59045514870277,0,7
31,1.09007022725034,0.01315261089925,0.0362346940944645,0.0174079464441544,0.184817184922297,0.318437634098801,0.307251141087569,50,49.09,269,0.26,2.08413672946361,1.65547419468251,1.5201529379247,0,7
32,1.09474221486088,0.00936840649088873,0.0399217089165235,0.0222137836368318,0.177034161899465,0.293357554600964,0.322654753637057,50,49.11,262,0.24,2.01440045008185,1.60768609244959,1.46853651975913,0,7
33,0.909666224914134,0.014336181724327,0.0342918050952907,0.031724911259243,0.180773612159178,0.292797637003864,0.363777819628626,50,49.13,249,0.22,1.89902768252897,1.52123390819138,1.38291556810872,0,7
34,0.781895502612279,0.0142764094297181,0.0266586020381557,0.0339461378091987,0.15056190790541,0.324057603238107,0.370182330843729,50,49.15,248,0.21,1.81909909756808,1.46680959983766,1.32480838425523,0,7
35,0.856138848465887,0.021794370753064,0.0356741304394142,0.0263080306332596,0.176814738439682,0.325580052918695,0.370524532856741,50,49.17,241,0.2,1.76381007830969,1.42448198626379,1.28374435590243,0,7
36,0.955440636992414,0.0160091050925886,0.0379930379558187,0.0148669612443135,0.156686882832558,0.340747951048702,0.255980127091999,50,49.19,225,0.17,1.6826313828401,1.36557837837871,1.22549816388706,0,7
37,0.901023761818539,0.0444897568286576,0.0390425787377268,0.034347787927217,0.143409063934425,0.271353626092839,0.29629637442954,50,49.21,218,0.18,1.60012525194196,1.30421116169136,1.17411968452673,0,7
