idx,Skewness_R,Kurtosis_R,Variance_R,RMS_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
170,0.355643849232387,10.7456947625649,11.966502442333,3.45927589463085,60,59.15,329,0.33,2.25400441433536,2.10976195032274,2.2228414620175,0,3
171,0.355546681504064,10.6534474895048,11.0030316834589,3.31731142244524,60,59.18,324,0.3,2.18952527890579,2.05146347681253,2.16134893812721,0,3
172,0.409086881948448,10.9368557283669,11.6740404237186,3.41669640152321,60,59.21,318,0.28,2.10653218285535,1.96739151087351,2.06406238752433,0,3
173,0.370046512941953,10.9510253523689,10.4424213519246,3.23204968952145,60,59.24,309,0.26,2.01295405860973,1.88494632459433,1.97401982305103,0,3
174,0.36089089048325,10.9275883359648,10.481197264513,3.23765862924775,60,59.27,302,0.24,1.93662613627187,1.81184718654686,1.89260333407831,0,3
175,0.318870497185054,11.2019687932222,9.95430914826129,3.15507447729001,60,59.3,293,0.23,1.84129393028798,1.72771121308283,1.798075564656,0,3
176,0.293224863844386,11.4783613025071,8.61909384109651,2.9365431340003,60,59.33,282,0.21,1.73927509776488,1.63219424620572,1.69624834347077,0,3
177,0.278388287789219,12.2310327290289,8.4083585320726,2.9019403389154,60,59.36,259,0.15,1.56804203097437,1.46522647997086,1.51258184035238,0,3
178,0.238258017186803,11.9718930410699,7.87261057953142,2.80787782861594,60,59.39,245,0.15,1.46944909808807,1.37710602250833,1.41618693048961,0,3
179,0.246207704768766,12.3988697753029,6.33015309086073,2.516145235061,60,59.42,218,0.13,1.29517307116434,1.21104095147989,1.24902748985309,0,3
